PC_DESC,UNIT OF QTY,COUNTRY,QTY,VAL (MILL US $)
TEA,KGS,ARGENTINA,,2.58
TEA,KGS,AUSTRALIA,,0.0
TEA,KGS,AUSTRIA,,0.0
TEA,KGS,BELGIUM,,0.0
TEA,KGS,CANADA,,0.02
TEA,KGS,CHINA P RP,,2.59
TEA,KGS,COLOMBIA,,0.01
TEA,KGS,CROATIA,,0.0
TEA,KGS,CZECH REPUBLIC,,0.01
TEA,KGS,ETHIOPIA,,0.0
TEA,KGS,FRANCE,,0.01
TEA,KGS,GERMANY,,0.59
TEA,KGS,HONG KONG,,0.01
TEA,KGS,INDONESIA,,1.09
TEA,KGS,IRAN,,2.96
TEA,KGS,ITALY,,0.08
TEA,KGS,JAPAN,,0.16
TEA,KGS,KENYA,,11.15
TEA,KGS,KOREA RP,,0.01
TEA,KGS,MALAWI,,0.89
TEA,KGS,MALAYSIA,,0.04
TEA,KGS,MOZAMBIQUE,,0.02
TEA,KGS,MYANMAR,,0.06
TEA,KGS,NEPAL,,25.69
TEA,KGS,NETHERLAND,,0.1
TEA,KGS,PAPUA N GNA,,0.03
TEA,KGS,POLAND,,0.01
TEA,KGS,RUSSIA,,0.22
TEA,KGS,RWANDA,,0.01
TEA,KGS,SINGAPORE,,0.29
TEA,KGS,SOUTH AFRICA,,0.04
TEA,KGS,SRI LANKA DSR,,1.72
TEA,KGS,SWEDEN,,0.0
TEA,KGS,SWITZERLAND,,0.01
TEA,KGS,TAIWAN,,0.15
TEA,KGS,TANZANIA REP,,0.06
TEA,KGS,THAILAND,,0.01
TEA,KGS,U ARAB EMTS,,0.05
TEA,KGS,U K,,0.36
TEA,KGS,U S A,,0.42
TEA,KGS,UNSPECIFIED,,0.77
TEA,KGS,VIETNAM SOC REP,,1.75
TEA,KGS,VIRGIN IS US,,0.0
TEA,KGS,ZIMBABWE,,1.4
COFFEE,KGS,BAHARAIN IS,,0.0
COFFEE,KGS,BRAZIL,,0.24
COFFEE,KGS,CHINA P RP,,0.68
COFFEE,KGS,COLOMBIA,,0.8
COFFEE,KGS,COTE D' IVOIRE,,1.96
COFFEE,KGS,CZECH REPUBLIC,,0.0
COFFEE,KGS,EGYPT A RP,,0.0
COFFEE,KGS,ETHIOPIA,,0.3
COFFEE,KGS,FRANCE,,0.0
COFFEE,KGS,GERMANY,,0.07
COFFEE,KGS,HONDURAS,,1.09
COFFEE,KGS,INDONESIA,,16.66
COFFEE,KGS,ITALY,,0.57
COFFEE,KGS,JAMAICA,,0.01
COFFEE,KGS,JORDAN,,0.07
COFFEE,KGS,KENYA,,0.83
COFFEE,KGS,KOREA RP,,1.2
COFFEE,KGS,LAO PD RP,,1.63
COFFEE,KGS,MALAYSIA,,0.36
COFFEE,KGS,MEXICO,,0.85
COFFEE,KGS,NETHERLAND,,0.02
COFFEE,KGS,NICARAGUA,,1.36
COFFEE,KGS,OMAN,,0.0
COFFEE,KGS,PANAMA REPUBLIC,,0.02
COFFEE,KGS,PAPUA N GNA,,1.91
COFFEE,KGS,PERU,,2.42
COFFEE,KGS,POLAND,,0.14
COFFEE,KGS,RWANDA,,0.0
COFFEE,KGS,SINGAPORE,,0.02
COFFEE,KGS,SOUTH AFRICA,,0.0
COFFEE,KGS,SPAIN,,0.0
COFFEE,KGS,SWEDEN,,0.07
COFFEE,KGS,SWITZERLAND,,0.0
COFFEE,KGS,TAIWAN,,0.24
COFFEE,KGS,TANZANIA REP,,1.01
COFFEE,KGS,THAILAND,,0.0
COFFEE,KGS,TURKEY,,0.13
COFFEE,KGS,U ARAB EMTS,,0.53
COFFEE,KGS,U K,,0.15
COFFEE,KGS,U S A,,0.33
COFFEE,KGS,UGANDA,,22.24
COFFEE,KGS,UNSPECIFIED,,0.62
COFFEE,KGS,VIETNAM SOC REP,,96.18
COFFEE,KGS,VIRGIN IS US,,0.0
RICE(OTHER THAN BASMOTI),KGS,IRAQ,,0.03
RICE(OTHER THAN BASMOTI),KGS,ITALY,,0.36
RICE(OTHER THAN BASMOTI),KGS,SINGAPORE,,0.01
RICE(OTHER THAN BASMOTI),KGS,SPAIN,,0.47
RICE(OTHER THAN BASMOTI),KGS,THAILAND,,0.48
RICE(OTHER THAN BASMOTI),KGS,U S A,,0.27
RICE(OTHER THAN BASMOTI),KGS,UNSPECIFIED,,0.27
RICE(OTHER THAN BASMOTI),KGS,VIETNAM SOC REP,,0.01
WHEAT,KGS,AUSTRALIA,,125.63
WHEAT,KGS,LITHUANIA,,1.67
WHEAT,KGS,MEXICO,,0.05
WHEAT,KGS,MOLDOVA,,0.36
WHEAT,KGS,RUSSIA,,86.87
WHEAT,KGS,UKRAINE,,149.93
OTHER CEREALS,KGS,ARGENTINA,,38.14
OTHER CEREALS,KGS,AUSTRALIA,,5.83
OTHER CEREALS,KGS,BELGIUM,,0.01
OTHER CEREALS,KGS,BRAZIL,,2.02
OTHER CEREALS,KGS,CANADA,,0.1
OTHER CEREALS,KGS,CHINA P RP,,0.05
OTHER CEREALS,KGS,FRANCE,,2.36
OTHER CEREALS,KGS,GERMANY,,0.0
OTHER CEREALS,KGS,INDONESIA,,0.0
OTHER CEREALS,KGS,LEBANON,,0.02
OTHER CEREALS,KGS,MEXICO,,0.0
OTHER CEREALS,KGS,NEPAL,,0.31
OTHER CEREALS,KGS,PHILIPPINES,,0.0
OTHER CEREALS,KGS,SOUTH AFRICA,,1.41
OTHER CEREALS,KGS,SPAIN,,0.0
OTHER CEREALS,KGS,THAILAND,,0.0
OTHER CEREALS,KGS,TURKEY,,0.05
OTHER CEREALS,KGS,U ARAB EMTS,,0.0
OTHER CEREALS,KGS,U S A,,3.01
OTHER CEREALS,KGS,UKRAINE,,0.18
OTHER CEREALS,KGS,UNSPECIFIED,,0.74
OTHER CEREALS,KGS,URUGUAY,,13.05
PULSES,KGS,AFGHANISTAN,,10.72
PULSES,KGS,ARGENTINA,,14.7
PULSES,KGS,AUSTRALIA,,924.14
PULSES,KGS,AUSTRIA,,0.1
PULSES,KGS,BOLIVIA,,0.94
PULSES,KGS,BRAZIL,,1.67
PULSES,KGS,BULGARIA,,18.44
PULSES,KGS,CANADA,,706.78
PULSES,KGS,CHINA P RP,,58.11
PULSES,KGS,DJIBOUTI,,0.02
PULSES,KGS,EGYPT A RP,,1.62
PULSES,KGS,ESTONIA,,0.77
PULSES,KGS,ETHIOPIA,,19.73
PULSES,KGS,FRANCE,,30.08
PULSES,KGS,GERMANY,,8.86
PULSES,KGS,IRAN,,0.1
PULSES,KGS,IRAQ,,0.28
PULSES,KGS,ITALY,,0.44
PULSES,KGS,KAZAKHSTAN,,0.19
PULSES,KGS,KENYA,,0.9
PULSES,KGS,KYRGHYZSTAN,,0.6
PULSES,KGS,LITHUANIA,,26.74
PULSES,KGS,MADAGASCAR,,0.54
PULSES,KGS,MALAWI,,6.13
PULSES,KGS,MEXICO,,4.39
PULSES,KGS,MOLDOVA,,1.09
PULSES,KGS,MOZAMBIQUE,,59.02
PULSES,KGS,MYANMAR,,430.06
PULSES,KGS,NEPAL,,0.18
PULSES,KGS,NIGERIA,,1.47
PULSES,KGS,PAKISTAN IR,,1.54
PULSES,KGS,ROMANIA,,59.16
PULSES,KGS,RUSSIA,,199.42
PULSES,KGS,SOUTH AFRICA,,1.8
PULSES,KGS,SPAIN,,0.47
PULSES,KGS,SRI LANKA DSR,,0.13
PULSES,KGS,SUDAN,,42.44
PULSES,KGS,TAJIKISTAN,,0.07
PULSES,KGS,TANZANIA REP,,58.99
PULSES,KGS,THAILAND,,1.21
PULSES,KGS,TURKEY,,2.45
PULSES,KGS,U ARAB EMTS,,0.09
PULSES,KGS,U K,,0.03
PULSES,KGS,U S A,,71.44
PULSES,KGS,UGANDA,,1.88
PULSES,KGS,UKRAINE,,125.74
PULSES,KGS,UNSPECIFIED,,0.44
PULSES,KGS,URUGUAY,,0.03
PULSES,KGS,UZBEKISTAN,,11.83
PULSES,KGS,VENEZUELA,,0.37
PULSES,KGS,ZAMBIA,,0.02
TOBACCO UNMANUFACTURED,KGS,BANGLADESH PR,,0.16
TOBACCO UNMANUFACTURED,KGS,BRAZIL,,0.16
TOBACCO UNMANUFACTURED,KGS,BULGARIA,,0.25
TOBACCO UNMANUFACTURED,KGS,CHINA P RP,,0.06
TOBACCO UNMANUFACTURED,KGS,EGYPT A RP,5750040.0,0.16
TOBACCO UNMANUFACTURED,KGS,GERMANY,215020.0,0.21
TOBACCO UNMANUFACTURED,KGS,ITALY,47400.0,0.16
TOBACCO UNMANUFACTURED,KGS,MOZAMBIQUE,169556.0,0.06
TOBACCO UNMANUFACTURED,KGS,MYANMAR,382140.0,0.07
TOBACCO UNMANUFACTURED,KGS,POLAND,46830.0,0.01
TOBACCO UNMANUFACTURED,KGS,THAILAND,116540.0,0.04
TOBACCO UNMANUFACTURED,KGS,TURKEY,296900.0,1.85
TOBACCO UNMANUFACTURED,KGS,U ARAB EMTS,35514.0,0.0
TOBACCO UNMANUFACTURED,KGS,U S A,1531480.0,0.18
TOBACCO UNMANUFACTURED,KGS,UNSPECIFIED,900.0,0.2
TOBACCO UNMANUFACTURED,KGS,YEMEN REPUBLC,705284.0,0.1
TOBACCO UNMANUFACTURED,KGS,ZIMBABWE,15.0,7.12
TOBACCO MANUFACTURED,,ARGENTINA,1725472.0,0.04
TOBACCO MANUFACTURED,,BELGIUM,2396520.0,0.01
TOBACCO MANUFACTURED,,BRAZIL,1911.0,0.05
TOBACCO MANUFACTURED,,BULGARIA,255.0,0.05
TOBACCO MANUFACTURED,,CHINA P RP,17462.0,0.91
TOBACCO MANUFACTURED,,CROATIA,10853271.0,0.0
TOBACCO MANUFACTURED,,CUBA,675.0,0.54
TOBACCO MANUFACTURED,,DENMARK,3684.0,0.02
TOBACCO MANUFACTURED,,DOMINIC REP,2870035.0,0.05
TOBACCO MANUFACTURED,,FRANCE,6108.0,0.83
TOBACCO MANUFACTURED,,GERMANY,966725.0,2.56
TOBACCO MANUFACTURED,,HONG KONG,46.0,0.23
TOBACCO MANUFACTURED,,INDONESIA,69860.0,2.55
TOBACCO MANUFACTURED,,JAPAN,244.0,0.0
TOBACCO MANUFACTURED,,KOREA RP,11960.0,1.69
TOBACCO MANUFACTURED,,LAO PD RP,25.0,0.08
TOBACCO MANUFACTURED,,LITHUANIA,59188.0,0.3
TOBACCO MANUFACTURED,,MALAYSIA,28740.0,0.6
TOBACCO MANUFACTURED,,NEPAL,57.0,0.0
TOBACCO MANUFACTURED,,NICARAGUA,44060.0,0.0
TOBACCO MANUFACTURED,,PHILIPPINES,33906.0,6.62
TOBACCO MANUFACTURED,,SERBIA,100.0,6.07
TOBACCO MANUFACTURED,,SINGAPORE,2377.0,3.32
TOBACCO MANUFACTURED,,SOUTH AFRICA,50.0,0.37
TOBACCO MANUFACTURED,,SWITZERLAND,119.0,0.18
TOBACCO MANUFACTURED,,THAILAND,2985720.0,0.15
TOBACCO MANUFACTURED,,TURKEY,271379.0,0.0
TOBACCO MANUFACTURED,,U ARAB EMTS,7193763.0,1.14
TOBACCO MANUFACTURED,,U K,27412.0,0.06
TOBACCO MANUFACTURED,,U S A,575760.0,0.28
TOBACCO MANUFACTURED,,UNSPECIFIED,690000.0,0.03
TOBACCO MANUFACTURED,,ZIMBABWE,656.0,0.13
SPICES,KGS,AFGHANISTAN,1881654.0,137.0
SPICES,KGS,ALBANIA,15264388.0,0.03
SPICES,KGS,ARGENTINA,2001.0,0.07
SPICES,KGS,AUSTRALIA,27695.0,0.08
SPICES,KGS,AUSTRIA,44331.0,0.01
SPICES,KGS,BAHARAIN IS,14.0,0.0
SPICES,KGS,BANGLADESH PR,5040.0,0.68
SPICES,KGS,BELGIUM,313.0,0.05
SPICES,KGS,BENIN,12588.0,0.1
SPICES,KGS,BHUTAN,38.0,4.9
SPICES,KGS,BRAZIL,45759048.0,10.26
SPICES,KGS,BULGARIA,3000.0,0.93
SPICES,KGS,BURKINA FASO,34578.0,0.01
SPICES,KGS,CAMBODIA,200.0,0.45
SPICES,KGS,CANADA,771.0,0.47
SPICES,KGS,CHAD,20.0,0.06
SPICES,KGS,CHILE,19138.0,0.03
SPICES,KGS,CHINA P RP,56182.0,99.82
SPICES,KGS,COLOMBIA,1070.0,0.04
SPICES,KGS,COMOROS,18737.0,31.99
SPICES,KGS,CROATIA,6973.0,0.25
SPICES,KGS,CZECH REPUBLIC,56.0,4.0
SPICES,KGS,DENMARK,851.0,0.0
SPICES,KGS,DJIBOUTI,1200.0,0.01
SPICES,KGS,ECUADOR,422000000.0,2.79
SPICES,KGS,EGYPT A RP,0.0,1.28
SPICES,KGS,EL SALVADOR,566000000.0,0.0
SPICES,KGS,ETHIOPIA,50000000.0,4.85
SPICES,KGS,FINLAND,107000000.0,1.23
SPICES,KGS,FRANCE,5000000.0,1.07
SPICES,KGS,GEORGIA,808000000.0,0.03
SPICES,KGS,GERMANY,2000000.0,12.76
SPICES,KGS,GHANA,26935000000.0,0.61
SPICES,KGS,GREECE,2556000000.0,0.01
SPICES,KGS,GUATEMALA,384000000.0,4.75
SPICES,KGS,HONG KONG,1088000000.0,0.08
SPICES,KGS,HUNGARY,193000000.0,0.03
SPICES,KGS,INDONESIA,5249000000.0,82.47
SPICES,KGS,IRAN,200000000.0,2.09
SPICES,KGS,IRELAND,15701000000.0,0.0
SPICES,KGS,ISRAEL,0.0,0.01
SPICES,KGS,ITALY,510000000.0,8.25
SPICES,KGS,JAMAICA,0.0,0.33
SPICES,KGS,JAPAN,69000000.0,0.42
SPICES,KGS,KAZAKHSTAN,3000000.0,0.01
SPICES,KGS,KENYA,18083000000.0,0.08
SPICES,KGS,KOREA RP,179994000000.0,0.12
SPICES,KGS,KUWAIT,3008000000.0,0.01
SPICES,KGS,KYRGHYZSTAN,20000000.0,0.04
SPICES,KGS,LEBANON,1917000000.0,0.0
SPICES,KGS,LITHUANIA,31027000000.0,0.02
SPICES,KGS,MADAGASCAR,46016000000.0,93.04
SPICES,KGS,MALAYSIA,97069000000.0,2.46
SPICES,KGS,MALI,48000000.0,0.05
SPICES,KGS,MEXICO,17088000000.0,0.16
SPICES,KGS,MOROCCO,2195557000000.0,1.66
SPICES,KGS,MYANMAR,312230000000.0,6.87
SPICES,KGS,NEPAL,9056000000.0,57.38
SPICES,KGS,NETHERLAND,604000000.0,0.43
SPICES,KGS,NEW ZEALAND,110000000.0,0.03
SPICES,KGS,NIGERIA,8190000000.0,7.77
SPICES,KGS,OMAN,4355000000.0,0.1
SPICES,KGS,PAKISTAN IR,332657000000.0,4.92
SPICES,KGS,PAPUA N GNA,71107000000.0,0.02
SPICES,KGS,PARAGUAY,2661000000.0,0.36
SPICES,KGS,PERU,24000000.0,0.03
SPICES,KGS,PHILIPPINES,312000000.0,0.0
SPICES,KGS,PITCAIRN IS.,931330000000.0,0.12
SPICES,KGS,POLAND,1047000000.0,0.11
SPICES,KGS,ROMANIA,2689000000.0,0.1
SPICES,KGS,RUSSIA,72000000.0,9.57
SPICES,KGS,SAUDI ARAB,738000000.0,0.02
SPICES,KGS,SINGAPORE,1157000000.0,0.77
SPICES,KGS,SOUTH AFRICA,167000000.0,0.28
SPICES,KGS,SPAIN,115000000.0,1.08
SPICES,KGS,SRI LANKA DSR,284000000.0,125.43
SPICES,KGS,SWEDEN,2317000000.0,0.09
SPICES,KGS,SWITZERLAND,236892000000.0,0.25
SPICES,KGS,SYRIA,62068000000.0,10.17
SPICES,KGS,TAIWAN,12473000000.0,0.01
SPICES,KGS,TANZANIA REP,2370000000.0,20.26
SPICES,KGS,THAILAND,2000.0,6.02
SPICES,KGS,TUNISIA,1063982.0,0.03
SPICES,KGS,TURKEY,33801.0,11.38
SPICES,KGS,U ARAB EMTS,260800.0,55.82
SPICES,KGS,U K,13085.0,1.51
SPICES,KGS,U S A,400.0,10.74
SPICES,KGS,UGANDA,96400.0,0.43
SPICES,KGS,UKRAINE,12.0,1.56
SPICES,KGS,UNSPECIFIED,2640.0,9.14
SPICES,KGS,UZBEKISTAN,6.0,3.25
SPICES,KGS,VIETNAM SOC REP,96500.0,132.7
CASHEW,KGS,BAHARAIN IS,16709.0,0.08
CASHEW,KGS,BANGLADESH PR,48.0,0.44
CASHEW,KGS,BENIN,21160.0,120.83
CASHEW,KGS,BURKINA FASO,8500.0,41.81
CASHEW,KGS,CAMBODIA,258.0,0.25
CASHEW,KGS,CAMEROON,12976.0,0.09
CASHEW,KGS,CHAD,41580.0,0.06
CASHEW,KGS,COTE D' IVOIRE,259561.0,294.02
CASHEW,KGS,EL SALVADOR,,0.15
CASHEW,KGS,GAMBIA,,51.0
CASHEW,KGS,GHANA,,103.05
CASHEW,KGS,GUINEA,,31.2
CASHEW,KGS,GUINEA BISSAU,,255.42
CASHEW,KGS,INDONESIA,,30.03
CASHEW,KGS,KUWAIT,,0.17
CASHEW,KGS,MADAGASCAR,,3.54
CASHEW,KGS,MALAWI,,0.11
CASHEW,KGS,MALI,,2.9
CASHEW,KGS,MAURITIUS,,0.0
CASHEW,KGS,MOZAMBIQUE,,45.04
CASHEW,KGS,NETHERLAND,,0.01
CASHEW,KGS,NIGERIA,,64.79
CASHEW,KGS,PANAMA REPUBLIC,,0.08
CASHEW,KGS,SENEGAL,,35.88
CASHEW,KGS,TANZANIA REP,,271.64
CASHEW,KGS,TOGO,,22.06
CASHEW,KGS,U ARAB EMTS,,0.01
CASHEW,KGS,UNSPECIFIED,,1.77
CASHEW,KGS,VENEZUELA,,0.06
CASHEW,KGS,VIETNAM SOC REP,,42.04
CASHEW,KGS,YEMEN REPUBLC,,0.13
CASHEW NUT SHELL LIQUID,KGS,BENIN,,0.27
CASHEW NUT SHELL LIQUID,KGS,CHINA P RP,,0.33
CASHEW NUT SHELL LIQUID,KGS,FRANCE,,0.06
CASHEW NUT SHELL LIQUID,KGS,MOZAMBIQUE,,0.14
CASHEW NUT SHELL LIQUID,KGS,NIGERIA,,0.09
CASHEW NUT SHELL LIQUID,KGS,THAILAND,,0.0
SESAME SEEDS,KGS,BURKINA FASO,,1.01
SESAME SEEDS,KGS,EGYPT A RP,,0.09
SESAME SEEDS,KGS,ETHIOPIA,20247.0,1.02
SESAME SEEDS,KGS,JAPAN,23858.0,0.0
SESAME SEEDS,KGS,MOZAMBIQUE,3057396.0,0.0
SESAME SEEDS,KGS,NIGERIA,31760.0,4.26
SESAME SEEDS,KGS,PAKISTAN IR,23000.0,0.62
SESAME SEEDS,KGS,POLAND,22000.0,0.02
SESAME SEEDS,KGS,RUSSIA,6888141.0,0.05
SESAME SEEDS,KGS,SOMALIA,1488655.0,0.79
SESAME SEEDS,KGS,SUDAN,1651550.0,16.25
SESAME SEEDS,KGS,TOGO,612000.0,0.12
SESAME SEEDS,KGS,U ARAB EMTS,16000.0,0.2
SESAME SEEDS,KGS,UGANDA,7021236.0,0.18
SESAME SEEDS,KGS,UNSPECIFIED,473447.0,2.77
NIGER SEEDS,KGS,ETHIOPIA,579909.0,0.52
NIGER SEEDS,KGS,MYANMAR,126467.0,3.97
GROUNDNUT,KGS,BULGARIA,21000.0,0.08
GROUNDNUT,KGS,NEPAL,351492.0,0.07
GROUNDNUT,KGS,SUDAN,1764613.0,0.03
GROUNDNUT,KGS,U ARAB EMTS,40000.0,0.02
GROUNDNUT,KGS,UNSPECIFIED,711050.0,1.82
OTHER OIL SEEDS,KGS,ARGENTINA,3000.0,0.07
OTHER OIL SEEDS,KGS,BENIN,100799.0,15.35
OTHER OIL SEEDS,KGS,BULGARIA,34998.0,0.15
OTHER OIL SEEDS,KGS,BURKINA FASO,73300.0,2.65
OTHER OIL SEEDS,KGS,CANADA,2227191.0,0.16
OTHER OIL SEEDS,KGS,CHINA P RP,612.0,0.18
OTHER OIL SEEDS,KGS,DJIBOUTI,61699.0,2.05
OTHER OIL SEEDS,KGS,ETHIOPIA,3161810.0,13.36
OTHER OIL SEEDS,KGS,GHANA,28266.0,4.41
OTHER OIL SEEDS,KGS,IRAN,751870.0,0.08
OTHER OIL SEEDS,KGS,MALAWI,34110.0,5.26
OTHER OIL SEEDS,KGS,MALAYSIA,9744906.0,0.01
OTHER OIL SEEDS,KGS,MOZAMBIQUE,126373.0,2.47
OTHER OIL SEEDS,KGS,NEPAL,11625080.0,0.23
OTHER OIL SEEDS,KGS,NIGERIA,157152.0,0.51
OTHER OIL SEEDS,KGS,PAKISTAN IR,79408.0,0.2
OTHER OIL SEEDS,KGS,RUSSIA,89201.0,0.14
OTHER OIL SEEDS,KGS,TANZANIA REP,327340.0,0.46
OTHER OIL SEEDS,KGS,TOGO,4305730.0,7.1
OTHER OIL SEEDS,KGS,U S A,25004037.0,0.11
OTHER OIL SEEDS,KGS,UKRAINE,13191.0,0.23
OTHER OIL SEEDS,KGS,UNSPECIFIED,4989654.0,1.3
OTHER OIL SEEDS,KGS,VIETNAM SOC REP,50.0,0.0
VEGETABLE OILS,KGS,ARGENTINA,1180095.0,2060.94
VEGETABLE OILS,KGS,AUSTRALIA,9538608.0,0.49
VEGETABLE OILS,KGS,BANGLADESH PR,1574315.0,0.11
VEGETABLE OILS,KGS,BELGIUM,39746166.0,0.38
VEGETABLE OILS,KGS,BRAZIL,1240.0,427.51
VEGETABLE OILS,KGS,CANADA,15810.0,0.1
VEGETABLE OILS,KGS,CHINA P RP,960.0,0.63
VEGETABLE OILS,KGS,DENMARK,170.0,0.12
VEGETABLE OILS,KGS,FRANCE,130.0,0.09
VEGETABLE OILS,KGS,GERMANY,111000.0,3.12
VEGETABLE OILS,KGS,GHANA,412174.0,0.3
VEGETABLE OILS,KGS,GREECE,311.0,0.09
VEGETABLE OILS,KGS,INDONESIA,5750.0,5013.9
VEGETABLE OILS,KGS,ISRAEL,250.0,0.02
VEGETABLE OILS,KGS,ITALY,1260.0,12.13
VEGETABLE OILS,KGS,JAPAN,15201.0,0.02
VEGETABLE OILS,KGS,KENYA,613.0,0.0
VEGETABLE OILS,KGS,KOREA RP,386270.0,0.0
VEGETABLE OILS,KGS,LEBANON,433539.0,0.07
VEGETABLE OILS,KGS,MALAYSIA,422976.0,1594.4
VEGETABLE OILS,KGS,MEXICO,6629388.0,0.0
VEGETABLE OILS,KGS,NEPAL,80159.0,0.35
VEGETABLE OILS,KGS,NETHERLAND,226332.0,0.06
VEGETABLE OILS,KGS,NEW ZEALAND,18.0,0.02
VEGETABLE OILS,KGS,NIGERIA,156745.0,0.0
VEGETABLE OILS,KGS,PAPUA N GNA,41040.0,15.23
VEGETABLE OILS,KGS,PARAGUAY,876500.0,152.72
VEGETABLE OILS,KGS,PHILIPPINES,1.0,18.74
VEGETABLE OILS,KGS,PORTUGAL,7099.0,0.14
VEGETABLE OILS,KGS,RUSSIA,176000.0,5.75
VEGETABLE OILS,KGS,SINGAPORE,4575.0,0.39
VEGETABLE OILS,KGS,SPAIN,100.0,40.86
VEGETABLE OILS,KGS,SRI LANKA DSR,95380.0,0.98
VEGETABLE OILS,KGS,SWITZERLAND,22000.0,0.0
VEGETABLE OILS,KGS,THAILAND,840885.0,281.72
VEGETABLE OILS,KGS,TOGO,870000.0,0.03
VEGETABLE OILS,KGS,TUNISIA,140511.0,1.42
VEGETABLE OILS,KGS,TURKEY,11217727.0,1.08
VEGETABLE OILS,KGS,U ARAB EMTS,140346000000.0,247.47
VEGETABLE OILS,KGS,U K,125505000000.0,0.1
VEGETABLE OILS,KGS,U S A,5672000000.0,3.39
VEGETABLE OILS,KGS,UKRAINE,341644000000.0,1751.87
VEGETABLE OILS,KGS,UNSPECIFIED,1399000000.0,0.72
OIL MEALS,KGS,BANGLADESH PR,33376000000.0,0.0
OIL MEALS,KGS,BENIN,7924000000.0,0.74
OIL MEALS,KGS,CANADA,27158000000.0,0.97
OIL MEALS,KGS,CHINA P RP,64272000000.0,0.22
OIL MEALS,KGS,FRANCE,17719000000.0,0.17
OIL MEALS,KGS,GERMANY,123833000000.0,0.03
OIL MEALS,KGS,INDONESIA,0.0,23.81
OIL MEALS,KGS,MALAYSIA,47000000.0,3.85
OIL MEALS,KGS,NEPAL,6062000000.0,14.91
OIL MEALS,KGS,NIGERIA,25850000000.0,0.01
OIL MEALS,KGS,PAPUA N GNA,16000000.0,1.18
OIL MEALS,KGS,PHILIPPINES,72000000.0,22.06
OIL MEALS,KGS,PITCAIRN IS.,74000000.0,0.05
OIL MEALS,KGS,RUSSIA,176000000.0,0.01
OIL MEALS,KGS,SRI LANKA DSR,201000000.0,1.47
OIL MEALS,KGS,TANZANIA REP,1000000.0,3.72
OIL MEALS,KGS,THAILAND,10967000000.0,0.0
OIL MEALS,KGS,TOGO,15000000.0,0.25
OIL MEALS,KGS,U S A,0.0,0.08
OIL MEALS,KGS,UKRAINE,861000000.0,40.88
OIL MEALS,KGS,UNSPECIFIED,0.0,1.41
OIL MEALS,KGS,VIETNAM SOC REP,80000.0,0.0
GUERGAM MEAL,KGS,GERMANY,44000.0,0.07
GUERGAM MEAL,KGS,PAKISTAN IR,997396.0,0.11
GUERGAM MEAL,KGS,U S A,599000.0,0.31
GUERGAM MEAL,KGS,UNSPECIFIED,19000.0,0.02
CASTOR OIL,KGS,BELGIUM,24000.0,0.0
CASTOR OIL,KGS,CHINA P RP,797000.0,0.08
CASTOR OIL,KGS,FRANCE,29000.0,0.0
CASTOR OIL,KGS,GERMANY,147000.0,0.12
CASTOR OIL,KGS,INDONESIA,475000.0,0.01
CASTOR OIL,KGS,JAPAN,18000.0,0.0
CASTOR OIL,KGS,PHILIPPINES,282000.0,0.0
CASTOR OIL,KGS,SPAIN,1774310.0,0.0
CASTOR OIL,KGS,SRI LANKA DSR,20146425.0,0.0
CASTOR OIL,KGS,SWITZERLAND,8815460.0,0.01
CASTOR OIL,KGS,U ARAB EMTS,618000.0,0.0
CASTOR OIL,KGS,U S A,1516613.0,0.15
CASTOR OIL,KGS,UNSPECIFIED,37000.0,0.01
SHELLAC,KGS,CHINA P RP,12817.0,0.0
SHELLAC,KGS,EL SALVADOR,19000.0,0.01
SHELLAC,KGS,FRANCE,37000.0,0.0
SHELLAC,KGS,GERMANY,160.0,0.12
SHELLAC,KGS,INDONESIA,703000.0,0.08
SHELLAC,KGS,ISRAEL,107000000.0,0.0
SHELLAC,KGS,ITALY,20000000.0,0.01
SHELLAC,KGS,JAPAN,2133000000.0,0.0
SHELLAC,KGS,KOREA RP,610000000.0,0.02
SHELLAC,KGS,NETHERLAND,182000000.0,0.0
SHELLAC,KGS,PERU,660000000.0,0.02
SHELLAC,KGS,SPAIN,5410000000.0,0.18
SHELLAC,KGS,SWITZERLAND,28189000000.0,0.01
SHELLAC,KGS,TAIWAN,104000000.0,0.07
SHELLAC,KGS,THAILAND,116000000.0,1.52
SHELLAC,KGS,U S A,1685000000.0,0.44
SHELLAC,KGS,UNSPECIFIED,48000000.0,0.39
SUGAR,KGS,BELGIUM,9626000000.0,0.76
SUGAR,KGS,BRAZIL,30000000.0,919.69
SUGAR,KGS,CANADA,126000000.0,0.09
SUGAR,KGS,CHILE,100000000.0,0.01
SUGAR,KGS,CHINA P RP,0.0,0.03
SUGAR,KGS,DENMARK,7000000.0,0.33
SUGAR,KGS,FRANCE,372000000.0,1.23
SUGAR,KGS,GERMANY,678000000.0,2.64
SUGAR,KGS,INDONESIA,311000000.0,0.05
SUGAR,KGS,IRELAND,20000000.0,0.0
SUGAR,KGS,ITALY,745000000.0,0.57
SUGAR,KGS,JAPAN,389000000.0,0.22
SUGAR,KGS,KENYA,20000000.0,0.0
SUGAR,KGS,MALAYSIA,80000000.0,0.01
SUGAR,KGS,MYANMAR,17000000.0,0.02
SUGAR,KGS,NETHERLAND,565000000.0,0.03
SUGAR,KGS,NEW ZEALAND,7912000000.0,0.12
SUGAR,KGS,PAKISTAN IR,1164000000.0,4.68
SUGAR,KGS,SINGAPORE,1738594000000.0,0.0
